@BUSINESSVALUE,@DATEVALIDATED,@GID,@WHENCREATED,@TYPE,@GROUP,@CWTOTALCOMMENT,@ALTFRAMEWORXMETRICID,@MATURITY,@EGID,@SORTID,@UNITS,@NAME,@CWAVERAGERATING,@EXPORTFLAG,@TEMPLATE,@ENTRYDATE,@VALIDATED,@DESCRIPTION,@CATEGORY1,@WHENUPDATED,@CATEGORY2,@BUSINESSVALUE_MLT,@BUSINESSOBJECTS,@UNIQUEIDENTIFIER,@TXTFORMULA,@CATEGORY3,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,1899-12-30T00:00:00,46,2018-04-16T18:50:24,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Revenue, By Channel Type",3bb730b8309111e880d4000d3a02ed0d,F-OE-1d,46,Percent,46,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:30,Fulfillment,,"[Channel], [Revenue]",024c5cba41a711e880d5000d3a02ed0d,"$ Revenue, By Channel Type / $ Revenue",Unit Cost,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,47,2018-04-16T18:50:25,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Revenue, By Channel Type, Of Channel Cost",3bb730b8309111e880d4000d3a02ed0d,F-OE-1e,47,Percent,47,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:31,Fulfillment,,"[Channel], [Revenue]",024c5cbe41a711e880d5000d3a02ed0d,"$ Revenue, By Channel Type / $ Channel Cost",Unit Cost,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,178,2018-04-16T18:50:25,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,$ Future Infrastructure Build Investments,3bb730b8309111e880d4000d3a02ed0d,,178,Currency,178,0.0,0,0,2012-09-30T00:00:00,0,"ADDITIONAL COMMENTS: (CAPEX /expected breakeven years) + OPEX; 
INCLUDES: CapEx useful to SO revenue generation (Equipment, Systems, Software, capitalized installation labor...); OpEx cost to operate new infrastructure until breakeven; 
EXCLUDES: Capitalized Operating Expenses (motor vehicles,  real-estate,...)",,2021-07-28T20:46:33,,,,024c5cbf41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,55,2018-04-16T18:50:25,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Future Infrastructure Build Investment, Of Revenue",3bb730b8309111e880d4000d3a02ed0d,F-OE-6,55,Percent,55,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:35,Fulfillment,,[Revenue],024c5cc341a711e880d5000d3a02ed0d,$ Future Infrastructure Build Investments / $ Revenue,Utilization,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,179,2018-04-16T18:50:25,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,$ Capex,3bb730b0309111e880d4000d3a02ed0d,,179,Currency,179,0.0,0,0,2012-09-30T00:00:00,0,INCLUDES: SO allocation of capital expenditures including capitalized interest.,,2021-07-28T20:46:33,,,,024c5cc841a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,181,2018-04-16T18:50:25,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,# Customers Acquired,3bb730b0309111e880d4000d3a02ed0d,,181,Number,181,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: SO  New customers within the month in question; 
EXCLUDES: SO existing customers who have signed for new services within SO",,2021-07-28T20:46:34,,,,024c5cca41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,182,2018-04-16T18:50:25,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,# Customers Lost,3bb730b0309111e880d4000d3a02ed0d,,182,Number,182,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: SO  Lost customers within the month in question; 
EXCLUDES: Existing customers who have reduced their services for this SO",,2021-07-28T20:46:35,,,,024c5ccc41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,189,2018-04-16T18:50:25,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"$ Revenue, For Data Services",3bb730b0309111e880d4000d3a02ed0d,,189,Currency,189,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Revenue for data specific services, e.g. broadband; 
EXCLUDES: Handset revenue (mobile SO), CPE revenue",,2021-07-28T20:46:39,,,,024c5cd141a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,190,2018-04-16T18:50:25,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"$ Revenue, For Voice Services",3bb730b0309111e880d4000d3a02ed0d,,190,Currency,190,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Revenue for voice specific services, including analog and VOIP; 
EXCLUDES: Handset revenue (mobile SO), CPE revenue",,2021-07-28T20:46:39,,,,024c5cd341a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,191,2018-04-16T18:50:26,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"$ Revenue, By Bearer Service And Application Type",3bb730b8309111e880d4000d3a02ed0d,,191,Currency,191,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total SO revenue across all categories as described in the modifying details; 
EXCLUDES: Handset revenue (mobile SO), CPE revenue",,2021-07-28T20:46:40,,,,024c5cd541a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,276,2018-04-16T18:50:26,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,Revenue System Size,3bb730b0309111e880d4000d3a02ed0d,,276,Number,276,0.0,0,0,2012-12-15T00:00:00,0,"ADDITIONAL COMMENTS: Revenue System Size is the total of revenue generating network units such as live ports on DSLAMs (or eqivalent), operating in a given period of time. Example: Revenue System Size = 15,606 ports * 30 days = 468,180.00 days; 
EDITORIAL NOTES: awkward metric name & concept",,2021-07-28T20:47:14,,,,024c5cdd41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,265,2018-04-16T18:50:26,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,$ Fulfillment Cost,3bb730b0309111e880d4000d3a02ed0d,,265,Currency,265,0.0,0,0,2012-09-30T00:00:00,0,"ADDITIONAL COMMENTS: Meta Process Blocks 2-5; 
INCLUDES: a) Labor (salary, taxes, benefits and outsourced labor); b) Other Allocated (Building, Power, IT,...); c) The cost of maintaining the systems used by this process area, but not the cost of developing the systems; d) Annual product license or support charge; 
EXCLUDES: a) G&A expense; b) Depreciation expense; c) SO Customer Management costs; d) SO Assurance costs; e) Proactive investment in anticipation of customer orders; e.g. network elements provided for capacity planning reasons.
From TID=153:
ADDITIONAL COMMENTS: from order to activation; 
INCLUDES: a) Labor (salary, taxes, benefits and outsourced labor); b) Other Allocated (Building, Power, IT,...); c) The cost of maintaining the systems used by this process area, but not the cost of developing the systems; d) Annual product license or support charge; 
EXCLUDES: a) G&A expense; b) Depreciation expense; c) SO Customer Management costs; d) SO Assurance costs; e) Proactive investment in anticipation of customer orders; e.g. network elements provided for capacity planning reasons.
From TID=205:
INCLUDES: a) Labor (salary, taxes, benefits and outsourced labor); b) Other Allocated (Building, Power, IT,...); c) The cost of maintaining the systems used by this process area, but not the cost of developing the systems; d) Annual product license or support charges; 
EXCLUDES: SO Assurance costs, SO Customer Management costs",,2021-07-28T20:47:08,,,,024c5cde41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
decrease operating cost,1899-12-30T00:00:00,43,2018-04-16T18:50:27,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Fulfillment Cost, Of Revenue For Services Newly Fulfilled",3bb730b0309111e880d4000d3a02ed0d,F-OE-1a,43,Percent,43,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:29,Fulfillment,decrease operating cost,[Revenue],024c5ce241a711e880d5000d3a02ed0d,$ Fulfillment Cost / $ Revenue For Services Newly Fulfilled,Unit Cost,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,45,2018-04-16T18:50:27,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Fulfillment Cost, Of Opex",3bb730b0309111e880d4000d3a02ed0d,F-OE-1c,45,Percent,45,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:30,Fulfillment,,[Opex],024c5ce641a711e880d5000d3a02ed0d,$ Fulfillment Cost / $ Opex,Unit Cost,DFREED,DFREED,DFREED
decrease operating cost,1899-12-30T00:00:00,48,2018-04-16T18:50:27,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"$ Fulfillment Cost, Per Installation",3bb730b8309111e880d4000d3a02ed0d,F-OE-1f,48,Dollar,48,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:31,Fulfillment,decrease operating cost,[Installation],024c5cea41a711e880d5000d3a02ed0d,$ Fulfillment Cost / # Installations,Unit Cost,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,203,2018-04-16T18:50:27,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,$ Assurance Cost,3bb730b0309111e880d4000d3a02ed0d,,203,Currency,203,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: a) Labor (salary, taxes, benefits and outsourced labor); b) Other Allocated (Building, Power, IT,...); c) The cost of maintaining the systems used by this process area, but not the cost of developing the systems; d) Annual product license or support charges; 
EXCLUDES: a) G&A expense; b) SO Fulfillment costs; c) SO Customer Management costs; d) Depreciation expense",,2021-07-28T20:46:46,,,,024c5cec41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
decrease operating cost,1899-12-30T00:00:00,65,2018-04-16T18:50:27,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Assurance Cost, Of Revenue",3bb730b0309111e880d4000d3a02ed0d,A-OE-1a,65,Percent,65,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:40,Assurance,decrease operating cost,[Revenue],024c5cf041a711e880d5000d3a02ed0d,$ Assurance Cost / $ Revenue,Unit Cost,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,66,2018-04-16T18:50:27,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Assurance Cost, Of Opex",3bb730b0309111e880d4000d3a02ed0d,A-OE-1b,66,Percent,66,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:41,Assurance,,[Opex],024c5cf441a711e880d5000d3a02ed0d,$ Assurance Cost / $ Opex,Unit Cost,DFREED,DFREED,DFREED
decrease operating cost,1899-12-30T00:00:00,68,2018-04-16T18:50:28,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"$ Assurance Cost, Per Service Problem Report Resolved",3bb730b8309111e880d4000d3a02ed0d,A-OE-1f,68,Dollar,68,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:42,Assurance,decrease operating cost,[Service_Problem_Report],024c5cf841a711e880d5000d3a02ed0d,$ Assurance Cost / # Service Problem Reports Resolved,Unit Cost,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,155,2018-04-16T18:50:28,94e8408331e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,$ Billing Management Cost,3bb730b0309111e880d4000d3a02ed0d,,155,Currency,155,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: All costs associated with the billing meta process (blocks 1-5) from customer service/product activation through billing charges accumulation & management. This includes the cost of maintaining the systems used by this process area, but not the cost of developing the systems. Annual product license or support charges would be included. ; 
EXCLUDES: a) G&A expense; b) Order handling function (part of fulfillment process); c) depreciation expenses",,2021-07-28T20:46:21,,,,024c5cfb41a711e880d5000d3a02ed0d,,,DFREED,DFREED,DFREED
decrease operating cost,1899-12-30T00:00:00,86,2018-04-16T18:50:28,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Billing Management Cost, Of Revenue Billed",3bb730b0309111e880d4000d3a02ed0d,B-OE-1a,86,Percent,86,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:52,Billing,decrease operating cost,[Revenue],024c5cff41a711e880d5000d3a02ed0d,$ Billing Management Cost / $ Revenue Billed,Unit Cost,DFREED,DFREED,DFREED
decrease operating cost,1899-12-30T00:00:00,89,2018-04-16T18:50:28,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"$ Billing Management Cost, Per Customer Bill Produced",3bb730b8309111e880d4000d3a02ed0d,B-OE-1f,89,Dollar,89,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Operational Efficiency,2021-07-28T20:47:54,Billing,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><html><head><META content=""text/html; charset=utf-8"" http-equiv=Content-Type><META name=GENERATOR content=""MSHTML 8.00.6001.19088""></head><body>
<p>decrease operating cost</p>
</body>
</html>",[Customer_Bill],024c5d0341a711e880d5000d3a02ed0d,$ Billing Management Cost / # Customer Bills Produced,Unit Cost,DFREED,DFREED,DFREED
increase revenue,1899-12-30T00:00:00,2,2018-04-16T18:50:28,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,Average Revenue Per User (ARPU),3bb730b0309111e880d4000d3a02ed0d,G-RM-1b,2,Dollar,2,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-28T20:46:43,General,increase revenue,[Revenue],024c5d0841a711e880d5000d3a02ed0d,$ Revenue / # Users,Ratio of Margin/Revenue,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,3,2018-04-16T18:50:28,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Opex, Of Capex",3bb730b0309111e880d4000d3a02ed0d,G-RM-2,3,Percent,3,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-28T20:47:20,General,,[Opex],024c5d0c41a711e880d5000d3a02ed0d,$ Opex / $ Capex,Ratio of OpEx/CapEx,DFREED,DFREED,DFREED
decrease operating cost,1899-12-30T00:00:00,4,2018-04-16T18:50:28,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Opex, Of Revenue",3bb730b0309111e880d4000d3a02ed0d,G-RM-3,4,Percent,4,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-28T20:47:27,General,decrease operating cost,"[Opex], [Revenue]",024c5d1041a711e880d5000d3a02ed0d,$ Opex / $ Revenue,Ratio of OpEx/Revenue,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,5,2018-04-16T18:50:29,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Revenue, By Bearer Service And Application Type",3bb730b8309111e880d4000d3a02ed0d,G-RM-4,5,Percent,5,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-28T20:47:32,General,,[Revenue],024c5d1441a711e880d5000d3a02ed0d,"$ Revenue, By Bearer Service And Application Type / $ Revenue",Revenue Breakdown,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,6,2018-04-16T18:50:29,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Revenue, For Voice Services",3bb730b0309111e880d4000d3a02ed0d,G-RM-4b,6,Percent,6,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-28T20:47:37,General,,[Revenue],024c5d1841a711e880d5000d3a02ed0d,"$ Revenue, For Voice Services / $ Revenue",Revenue Breakdown,DFREED,DFREED,DFREED
,1899-12-30T00:00:00,7,2018-04-16T18:50:29,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,"% Revenue, For Data Services",3bb730b0309111e880d4000d3a02ed0d,G-RM-4c,7,Percent,7,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-28T20:47:43,General,,[Revenue],024c5d1c41a711e880d5000d3a02ed0d,"$ Revenue, For Data Services / $ Revenue",Revenue Breakdown,DFREED,DFREED,DFREED
increase marketshare,1899-12-30T00:00:00,8,2018-04-16T18:50:29,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,% Customers Acquired,3bb730b0309111e880d4000d3a02ed0d,G-RM-5a,8,Percent,8,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-27T17:21:43,General,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><html><head><META content=""text/html; charset=utf-8"" http-equiv=Content-Type><META name=GENERATOR content=""MSHTML 8.00.6001.19088""></head><body>
<p>increase marketshare</p>
</body>
</html>",[Customer],024c5d2041a711e880d5000d3a02ed0d,# Customers Acquired / # Customers At Start Of Month,Customer Constancy,DFREED,DFREED,DFREED
increase marketshare,1899-12-30T00:00:00,9,2018-04-16T18:50:29,94e8407f31e511e880d4000d3a02ed0d,3bb730ae309111e880d4000d3a02ed0d,0.0,% Customers Lost,3bb730b0309111e880d4000d3a02ed0d,G-RM-5b,9,Percent,9,0.0,0,0,2012-09-30T00:00:00,0,"INCLUDES: Total number of SO orders - number of  SO orders successfully closed on initial completion, applies for each defect type during process flow from Order to Activation; 
EXCLUDES: rework in sales",Revenue & Margin,2021-07-27T17:21:09,General,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><html><head><META content=""text/html; charset=utf-8"" http-equiv=Content-Type><META name=GENERATOR content=""MSHTML 8.00.6001.19088""></head><body>
<p>increase marketshare</p>
</body>
</html>",[Customer],024c5d2441a711e880d5000d3a02ed0d,# Customers Lost / # Customers At Start Of Month,Customer Constancy,DFREED,DFREED,DFREED
